team_id,team_name,start_day_position,current_position,wins,draws,losses,goals_for,goals_against,goal_difference,table_points,matches_played,recent_form,week_number
t41,Birmingham City,1,1,25,8,3,59,24,35,83,36,"D,W,W,L,W",11
t109,Wrexham,3,2,21,8,8,51,30,21,71,37,"W,L,W,W,D",11
t112,Wycombe Wanderers,2,3,19,11,6,61,34,27,68,36,"L,D,W,L,D",11
t33,Charlton Athletic,5,4,19,9,9,49,32,17,66,37,"W,W,D,W,W",11
t48,Stockport County,4,5,18,11,8,53,34,19,65,37,"W,D,D,W,L",11
t38,Huddersfield Town,7,6,18,7,12,52,34,18,61,37,"W,L,L,W,L",11
t30,Bolton Wanderers,6,7,18,6,13,59,55,4,60,37,"L,L,W,W,D",11
t108,Reading,8,8,16,11,10,52,46,6,59,37,"D,W,D,D,W",11
t85,Leyton Orient,9,9,17,5,15,53,38,15,56,37,"W,L,L,L,L",11
t37,Barnsley,10,10,15,7,15,51,53,-2,52,37,"L,L,L,W,W",11
t92,Blackpool,11,11,12,15,10,55,50,5,51,37,"L,W,W,D,L",11
t83,Lincoln City,13,12,13,10,14,53,45,8,49,37,"W,L,W,L,L",11
t288,Stevenage,12,13,13,10,14,35,38,-3,49,37,"D,L,D,W,L",11
t72,Rotherham United,14,14,12,9,15,40,42,-2,45,36,"D,L,W,W,L",11
t77,Mansfield Town,16,15,12,8,17,43,51,-8,44,37,"W,L,D,D,D",11
t71,Exeter City,18,16,12,8,16,40,51,-11,44,36,"D,W,W,D,D",11
t111,Wigan Athletic,15,17,11,10,15,33,36,-3,43,36,"L,W,D,L,W",11
t73,Peterborough United,19,18,11,9,16,53,60,-7,42,36,"W,D,D,W,W",11
t75,Northampton Town,17,19,10,12,15,37,54,-17,42,37,"D,W,D,D,L",11
t96,Bristol Rovers,20,20,12,6,19,39,60,-21,42,37,"L,W,W,D,L",11
t587,Burton Albion,21,21,8,12,17,38,53,-15,36,37,"W,L,L,D,W",11
t1525,Crawley Town,22,22,7,9,21,39,71,-32,30,37,"L,L,D,L,L",11
t101,Cambridge United,23,23,7,8,22,35,61,-26,29,37,"L,L,L,L,W",11
t74,Shrewsbury Town,24,24,7,7,23,34,62,-28,28,37,"L,L,D,L,L",11
