team_id,team_name,start_day_position,current_position,wins,draws,losses,goals_for,goals_against,goal_difference,table_points,matches_played,recent_form,week_number
t109,Wrexham,1,1,4,1,0,11,2,9,13,5,"W,W,W,D,W",37
t33,Charlton Athletic,5,2,4,1,1,6,3,3,13,6,"W,D,L,W,W",37
t38,Huddersfield Town,7,3,4,0,1,10,3,7,12,5,"W,L,W,W,W",37
t48,Stockport County,2,4,3,2,0,9,2,7,11,5,"D,D,W,W,W",37
t83,Lincoln City,6,5,3,1,1,10,6,4,10,5,"D,W,W,L,W",37
t41,Birmingham City,4,6,3,1,0,8,5,3,10,4,"W,W,W,D",37
t37,Barnsley,3,7,3,1,2,10,9,1,10,6,"L,W,W,D,W",37
t77,Mansfield Town,14,8,2,2,1,9,10,-1,8,5,"W,D,L,D,W",37
t288,Stevenage,17,9,2,1,2,5,3,2,7,5,"W,L,D,L,W",37
t112,Wycombe Wanderers,16,10,2,1,2,10,9,1,7,5,"W,D,W,L,L",37
t73,Peterborough United,11,11,2,1,2,7,7,0,7,5,"D,L,W,W,L",37
t108,Reading,8,12,2,1,2,5,5,0,7,5,"L,W,L,W,D",37
t1525,Crawley Town,12,13,2,1,2,4,6,-2,7,5,"D,L,L,W,W",37
t96,Bristol Rovers,9,14,2,1,3,4,8,-4,7,6,"L,L,W,L,D",37
t111,Wigan Athletic,20,15,2,0,3,6,5,1,6,5,"W,L,W,L,L",37
t71,Exeter City,10,16,2,0,3,6,6,0,6,5,"L,W,L,L,W",37
t72,Rotherham United,15,17,1,3,2,5,7,-2,6,6,"D,D,W,L,D",37
t75,Northampton Town,13,18,1,2,2,5,6,-1,5,5,"L,D,D,W,L",37
t92,Blackpool,22,19,1,2,2,9,12,-3,5,5,"W,D,D,L,L",37
t587,Burton Albion,19,20,0,4,1,7,8,-1,4,5,"D,D,D,D,L",37
t30,Bolton Wanderers,18,21,1,1,3,2,9,-7,4,5,"L,L,L,D,W",37
t85,Leyton Orient,24,22,1,0,4,3,8,-5,3,5,"W,L,L,L,L",37
t74,Shrewsbury Town,21,23,1,0,5,4,10,-6,3,6,"L,L,W,L,L",37
t101,Cambridge United,23,24,0,1,4,5,11,-6,1,5,"L,L,D,L,L",37
